slug,title,collection,url_path,total_score,score_A_answer,score_B_schema,score_C_extract,score_D_entity,score_E_fresh,has_tldr,has_faq,has_schema_type,schema_types_found,has_table,avg_paragraph_length,question_headings_count,last_updated,word_count,top_fix_1,top_fix_2,top_fix_3
bali-8-day-trip-highlights,【初訪峇里島】峇里島八日遊：八天七夜的11個驚喜與發現,blog,/blog/bali-8-day-trip-highlights/,49.3,8,12,13.3,11,5,callout-only,no,yes,Article|BreadcrumbList,no,96,0,2024-07-18,2050,開頭150字內補直接回答段：針對「【初訪峇里島】峇里島八日遊：八天七夜的11個驚喜與」先給結論（推薦名單/價格區間/具體做法），再展開細節,文末加「常見問題」區塊（3-5題）；FAQPage schema需在SEO.astro擴充此分類才會輸出,把模糊標題（心得/後記類）改為問句式或明確主題式H2，例如「XX多少錢？」「怎麼去XX？」
bali-kite-festival-sanur,峇里島風箏節即將在本週末於沙努爾舉行,blog,/blog/bali-kite-festival-sanur/,57.2,14.2,17,9,13,4,callout-only,section-only,yes,Article|BreadcrumbList|LocalBusiness,no,48,4,2024-07-18,1354,把價格/時間/優缺點等可比較資訊改用表格或列點呈現，不要埋在敘述裡,開頭150字內補直接回答段：針對「峇里島風箏節即將在本週末於沙努爾舉行」先給結論（推薦名單/價格區間/具體做法），再展開細節,文末加「常見問題」區塊（3-5題）；FAQPage schema需在SEO.astro擴充此分類才會輸出
bali-visa-free-restoration,重磅消息：印尼/峇里島即將恢復免簽待遇！,blog,/blog/bali-visa-free-restoration/,68,20,24,9,11,4,callout-only,yes,yes,Article|BreadcrumbList|FAQPage,no,70,0,2024-07-18,1213,把價格/時間/優缺點等可比較資訊改用表格或列點呈現，不要埋在敘述裡,已有快速解答callout，再加列點式TL;DR區塊（3-5點快速結論）更利AI擷取,把模糊標題（心得/後記類）改為問句式或明確主題式H2，例如「XX多少錢？」「怎麼去XX？」
mookiland-park-bali-family,峇里島最大的兒童遊戲園：Mookiland Park Bali 峇里島親子遊樂天堂,blog,/blog/mookiland-park-bali-family/,50.9,9.9,13,11,13,4,no,section-only,partial,Article|BreadcrumbList,no,67,1,2024-07-18,1286,文章開頭加TL;DR重點摘要（3-5個列點的快速結論），並補frontmatter description,把價格/時間/優缺點等可比較資訊改用表格或列點呈現，不要埋在敘述裡,開頭150字內補直接回答段：針對「峇里島最大的兒童遊戲園：Mookiland Par」先給結論（推薦名單/價格區間/具體做法），再展開細節
komodo-island-closure-2025,科莫多島2025年即將關閉！,blog,/blog/komodo-island-closure-2025/,54.1,14.1,17,7,11,5,callout-only,section-only,yes,Article|BreadcrumbList|LocalBusiness,no,60,1,2024-07-19,1491,把價格/時間/優缺點等可比較資訊改用表格或列點呈現，不要埋在敘述裡,開頭150字內補直接回答段：針對「科莫多島2025年即將關閉！」先給結論（推薦名單/價格區間/具體做法），再展開細節,文末加「常見問題」區塊（3-5題）；FAQPage schema需在SEO.astro擴充此分類才會輸出
aloha-ubud-swing-guide,烏布的盪鞦韆 Aloha Ubud Swing,blog,/blog/aloha-ubud-swing-guide/,62.2,14.2,17,14,13,4,callout-only,section-only,yes,Article|BreadcrumbList|LocalBusiness,no,42,0,2024-07-19,1149,開頭150字內補直接回答段：針對「烏布的盪鞦韆 Aloha Ubud Swing」先給結論（推薦名單/價格區間/具體做法），再展開細節,文末加「常見問題」區塊（3-5題）；FAQPage schema需在SEO.astro擴充此分類才會輸出,已有快速解答callout，再加列點式TL;DR區塊（3-5點快速結論）更利AI擷取
seminyak-day-trip-guide,【2026 水明漾一日遊】峇里島最時髦城鎮攻略：從網美早午餐、精品購物到奢華海景夕陽,blog,/blog/seminyak-day-trip-guide/,70.3,21.4,20,10.9,13,5,callout-only,yes,yes,Article|BreadcrumbList|TouristDestination|Article/TravelAction|FAQPage,no,84,1,2024-07-20,3267,已有快速解答callout，再加列點式TL;DR區塊（3-5點快速結論）更利AI擷取,把價格/時間/優缺點等可比較資訊改用表格或列點呈現，不要埋在敘述裡,補明確格式的關鍵資訊：價格（Rp數字）、營業/所需時間、地址或Google Maps地點名
hongkong-bali-5-day-trip,香港 - 峇里島五日遊，要怎麼玩？上山下海遊記分享,blog,/blog/hongkong-bali-5-day-trip/,47.5,10.1,12,8.4,11,6,callout-only,no,yes,Article|BreadcrumbList,no,45,0,2024-07-22,2231,開頭150字內補直接回答段：針對「香港 - 峇里島五日遊，要怎麼玩？上山下海遊記分享」先給結論（推薦名單/價格區間/具體做法），再展開細節,文末加「常見問題」區塊（3-5題）；FAQPage schema需在SEO.astro擴充此分類才會輸出,把價格/時間/優缺點等可比較資訊改用表格或列點呈現，不要埋在敘述裡
bali-lrt-construction-update,【峇里島交通改善計畫之一】峇里島輕軌即將於九月開始動工,blog,/blog/bali-lrt-construction-update/,65.9,13.9,24,10,13,5,callout-only,yes,yes,Article|BreadcrumbList|FAQPage,no,61,0,2024-07-22,2143,開頭150字內補直接回答段：針對「【峇里島交通改善計畫之一】峇里島輕軌即將於九月開始」先給結論（推薦名單/價格區間/具體做法），再展開細節,補明確格式的關鍵資訊：價格（Rp數字）、營業/所需時間、地址或Google Maps地點名,已有快速解答callout，再加列點式TL;DR區塊（3-5點快速結論）更利AI擷取
bali-sea-highway-project,【峇里島交通改善計畫之二】海上高速公路已開始動工,blog,/blog/bali-sea-highway-project/,63.5,12.5,24,10,13,4,yes,yes,yes,Article|BreadcrumbList|FAQPage,no,48,0,2024-07-22,1734,開頭150字內補直接回答段：針對「【峇里島交通改善計畫之二】海上高速公路已開始動工」先給結論（推薦名單/價格區間/具體做法），再展開細節,補明確格式的關鍵資訊：價格（Rp數字）、營業/所需時間、地址或Google Maps地點名,把模糊標題（心得/後記類）改為問句式或明確主題式H2，例如「XX多少錢？」「怎麼去XX？」
bali-investor-kitas-guide,如何在峇里島取得投資者KITAS並經營企業 - 峇里島投資法規詳解,blog,/blog/bali-investor-kitas-guide/,64.2,16.4,18,11.8,13,5,callout-only,section-only,yes,Article|BreadcrumbList|HowTo,no,25,2,2024-07-23,1903,文末加「常見問題」區塊（3-5題）；FAQPage schema需在SEO.astro擴充此分類才會輸出,已有快速解答callout，再加列點式TL;DR區塊（3-5點快速結論）更利AI擷取,把模糊標題（心得/後記類）改為問句式或明確主題式H2，例如「XX多少錢？」「怎麼去XX？」
gili-trawangan-party-island-guide,【瘋狂派對島】完整吉利群島T島懶人包遊玩攻略,blog,/blog/gili-trawangan-party-island-guide/,64.3,22.3,12,12,13,5,yes,no,yes,Article|BreadcrumbList,no,43,0,2024-07-24,858,文末加「常見問題」區塊（3-5題）；FAQPage schema需在SEO.astro擴充此分類才會輸出,把價格/時間/優缺點等可比較資訊改用表格或列點呈現，不要埋在敘述裡,補明確格式的關鍵資訊：價格（Rp數字）、營業/所需時間、地址或Google Maps地點名
bali-parasailing-scuba-diving-atv,峇里島上天下海：拖曳傘、海底漫步、泛舟、ATV...自由行行程與實用小貼士,blog,/blog/bali-parasailing-scuba-diving-atv/,57.3,15.3,13,9,13,7,no,no,yes,Article|BreadcrumbList,no,59,0,2024-07-26,2385,文章開頭加TL;DR重點摘要（3-5個列點的快速結論），並補frontmatter description,文末加「常見問題」區塊（3-5題）；FAQPage schema需在SEO.astro擴充此分類才會輸出,把價格/時間/優缺點等可比較資訊改用表格或列點呈現，不要埋在敘述裡
candi-bentar-balinese-gate-history,原來'善惡門'是錯誤翻譯!? Candi Bentar的意義和正確叫法,blog,/blog/candi-bentar-balinese-gate-history/,61.7,14.4,24,6.3,13,4,callout-only,yes,yes,Article|BreadcrumbList|FAQPage,no,62,0,2024-07-26,1335,把價格/時間/優缺點等可比較資訊改用表格或列點呈現，不要埋在敘述裡,開頭150字內補直接回答段：針對「原來'善惡門'是錯誤翻譯!? Candi Bent」先給結論（推薦名單/價格區間/具體做法），再展開細節,補明確格式的關鍵資訊：價格（Rp數字）、營業/所需時間、地址或Google Maps地點名
nusa-dua-resorts-guide,努沙杜瓦住宿推薦 2026｜16 間 Nusa Dua 五星渡假村完整攻略 - Go Bali Go,blog,/blog/nusa-dua-resorts-guide/,54.5,12.8,7,13.7,13,8,callout-only,no,partial,Article|BreadcrumbList,no,51,0,2024-07-27,8778,開頭150字內補直接回答段：針對「努沙杜瓦住宿推薦 2026｜16 間 Nusa D」先給結論（推薦名單/價格區間/具體做法），再展開細節,文末加「常見問題」區塊（3-5題）；FAQPage schema需在SEO.astro擴充此分類才會輸出,缺Hotel schema：hotel-cache.json是空的，跑scripts/fetch-hotel-data.mjs補快取即可自動輸出（layout層一次解決）
ubud-top-20-attractions-guide,峇里島旅遊攻略：第一次到烏布要玩什麼？20個景點推薦 烏布攻略篇,blog,/blog/ubud-top-20-attractions-guide/,64.5,17.9,14,13.6,13,6,callout-only,no,yes,Article|BreadcrumbList|TouristDestination|Article/TravelAction,no,50,0,2024-07-28,5512,文末加「常見問題」區塊（3-5題）；FAQPage schema需在SEO.astro擴充此分類才會輸出,已有快速解答callout，再加列點式TL;DR區塊（3-5點快速結論）更利AI擷取,把價格/時間/優缺點等可比較資訊改用表格或列點呈現，不要埋在敘述裡
ijen-volcano-alert-level-2,火山警戒！伊真火山提升至二級警戒，原因揭曉,blog,/blog/ijen-volcano-alert-level-2/,51.5,13.5,13,9,11,5,callout-only,no,yes,Article|BreadcrumbList|LocalBusiness,no,74,0,2024-07-30,700,文末加「常見問題」區塊（3-5題）；FAQPage schema需在SEO.astro擴充此分類才會輸出,把價格/時間/優缺點等可比較資訊改用表格或列點呈現，不要埋在敘述裡,開頭150字內補直接回答段：針對「火山警戒！伊真火山提升至二級警戒，原因揭曉」先給結論（推薦名單/價格區間/具體做法），再展開細節
bali-revisited-after-20-years,【20年後重遊峇里島】峇里島自由行遊記&推薦,blog,/blog/bali-revisited-after-20-years/,59.2,14.4,12,12.8,13,7,callout-only,no,yes,Article|BreadcrumbList,no,88,0,2024-07-31,2588,文末加「常見問題」區塊（3-5題）；FAQPage schema需在SEO.astro擴充此分類才會輸出,開頭150字內補直接回答段：針對「【20年後重遊峇里島】峇里島自由行遊記&推薦」先給結論（推薦名單/價格區間/具體做法），再展開細節,已有快速解答callout，再加列點式TL;DR區塊（3-5點快速結論）更利AI擷取
bali-beauty-and-dark-past,重新認識峇里島：絕美的度假勝地，曾經卻發生一場惡夢,blog,/blog/bali-beauty-and-dark-past/,34,0,12,7,10,5,no,no,yes,Article|BreadcrumbList,no,88,0,2024-08-01,727,開頭150字內補直接回答段：針對「重新認識峇里島：絕美的度假勝地，曾經卻發生一場惡夢」先給結論（推薦名單/價格區間/具體做法），再展開細節,文章開頭加TL;DR重點摘要（3-5個列點的快速結論），並補frontmatter description,文末加「常見問題」區塊（3-5題）；FAQPage schema需在SEO.astro擴充此分類才會輸出
cretya-ubud-alas-harum-budget-guide,預算中享受奢華：Cretya Ubud 泳池俱樂部與 Alas Harum 消費指南,blog,/blog/cretya-ubud-alas-harum-budget-guide/,51.6,8.1,13,10.5,13,7,no,no,yes,Article|BreadcrumbList|LocalBusiness,no,77,2,2024-08-02,1739,開頭150字內補直接回答段：針對「預算中享受奢華：Cretya Ubud 泳池俱樂部」先給結論（推薦名單/價格區間/具體做法），再展開細節,文章開頭加TL;DR重點摘要（3-5個列點的快速結論），並補frontmatter description,文末加「常見問題」區塊（3-5題）；FAQPage schema需在SEO.astro擴充此分類才會輸出
bali-trip-tips-mistakes-to-avoid,【峇里島自由行旅程心得分享】避免踩雷提醒！,blog,/blog/bali-trip-tips-mistakes-to-avoid/,63.4,19.4,12,14,11,7,callout-only,no,yes,Article|BreadcrumbList,no,64,0,2024-08-03,2217,文末加「常見問題」區塊（3-5題）；FAQPage schema需在SEO.astro擴充此分類才會輸出,把模糊標題（心得/後記類）改為問句式或明確主題式H2，例如「XX多少錢？」「怎麼去XX？」,已有快速解答callout，再加列點式TL;DR區塊（3-5點快速結論）更利AI擷取
bali-casino-tourism-impact,峇里島將迎來大型賭場以促進旅遊業!?,blog,/blog/bali-casino-tourism-impact/,42.3,8.3,9,10,11,4,no,no,partial,Article|BreadcrumbList,no,73,0,2024-08-03,1663,文章開頭加TL;DR重點摘要（3-5個列點的快速結論），並補frontmatter description,文末加「常見問題」H2區塊（3-5題問答），此分類會自動產FAQPage schema,開頭150字內補直接回答段：針對「峇里島將迎來大型賭場以促進旅遊業!?」先給結論（推薦名單/價格區間/具體做法），再展開細節
sanur-4-day-food-leisure-trip,【峇里島自由行】在Sanur沙努爾的四天三夜：悠閒與美食的完美結合,blog,/blog/sanur-4-day-food-leisure-trip/,64.2,20.2,13,11,13,7,callout-only,no,yes,Article|BreadcrumbList,no,54,0,2024-08-07,1171,文末加「常見問題」區塊（3-5題）；FAQPage schema需在SEO.astro擴充此分類才會輸出,把價格/時間/優缺點等可比較資訊改用表格或列點呈現，不要埋在敘述裡,已有快速解答callout，再加列點式TL;DR區塊（3-5點快速結論）更利AI擷取
canggu-villas-guide,【2026 長谷住宿推薦】10+ Canggu Villa 私人泳池別墅攻略：時髦侘寂風、避開大塞車分區與合法自保指南 - Go Bali Go,blog,/blog/canggu-villas-guide/,57.4,17,8,13.4,13,6,callout-only,no,partial,Article|BreadcrumbList,no,62,0,2024-08-07,9048,文末加「常見問題」區塊（3-5題）；FAQPage schema需在SEO.astro擴充此分類才會輸出,缺Hotel schema：hotel-cache.json是空的，跑scripts/fetch-hotel-data.mjs補快取即可自動輸出（layout層一次解決）,開頭150字內補直接回答段：針對「【2026 長谷住宿推薦】10+ Canggu V」先給結論（推薦名單/價格區間/具體做法），再展開細節
bali-airport-bali-banana-guide,峇里島國際機場買Bali Banana當伴手禮怎麼去？如何從國際線步行到國內線？,blog,/blog/bali-airport-bali-banana-guide/,50.6,12.6,13,9,11,5,callout-only,no,yes,Article|BreadcrumbList|LocalBusiness,no,40,0,2024-08-07,758,開頭150字內補直接回答段：針對「峇里島國際機場買Bali Banana當伴手禮怎麼」先給結論（推薦名單/價格區間/具體做法），再展開細節,文末加「常見問題」區塊（3-5題）；FAQPage schema需在SEO.astro擴充此分類才會輸出,把價格/時間/優缺點等可比較資訊改用表格或列點呈現，不要埋在敘述裡
mr-lobster-seafood-restaurant-bali,峇里島海鮮餐廳【龍蝦先生】海鮮饗宴：多樣選擇，味蕾的極致享受,blog,/blog/mr-lobster-seafood-restaurant-bali/,64.5,17.5,13,13,15,6,callout-only,no,yes,Article|BreadcrumbList|LocalBusiness,no,49,0,2024-08-08,946,文末加「常見問題」區塊（3-5題）；FAQPage schema需在SEO.astro擴充此分類才會輸出,把價格/時間/優缺點等可比較資訊改用表格或列點呈現，不要埋在敘述裡,已有快速解答callout，再加列點式TL;DR區塊（3-5點快速結論）更利AI擷取
